launch_date,delta_v_ms,total_tof_days,dv_node_0_Earth_ms,dv_node_1_Venus_ms,dv_node_2_Earth_ms,dv_node_3_Earth_ms,dv_node_4_Jupiter_ms
2035-12-27 13:58:30.470159,20116.749295082485,2166.93185614399,4433.01,2017.05,12188.12,445.28,1033.28
2036-01-21 15:13:45.956021,26027.72397759868,2229.451963714224,4337.81,4865.54,15387.4,366.04,1070.94
2036-02-21 01:21:26.515034,22851.367835174344,2244.5563578091846,3792.36,3563.43,14190.9,196.9,1107.77
2036-03-26 20:40:35.508074,28416.905640969755,1704.5112756054561,4049.74,9174.08,11414.38,2269.7,1509.01
2036-04-22 07:39:06.286281,23900.519055321827,1821.3736663133907,4036.52,1733.4,10205.5,6774.22,1150.88
2036-05-25 00:02:05.183004,21146.73887949124,2682.0245724335086,4216.2,4859.14,7290.72,3637.38,1143.3
2036-06-23 03:35:13.295508,20831.238993532592,2677.5936269712342,4394.15,5397.02,7769.79,2181.82,1088.46
2036-07-26 14:16:29.696087,21584.79137254523,2189.2391954910154,4806.25,2430.8,9428.54,3836.78,1082.42
2036-08-23 05:12:21.082189,23505.484118581982,2328.750099009771,5106.22,2052.63,12268.9,3014.6,1063.14
2036-09-25 19:38:26.461528,27702.94713201296,2601.454008764348,5851.26,5530.06,14095.21,1143.29,1083.13
2036-10-26 03:19:27.862370,13405.732165561989,2051.8615549264173,7879.93,626.56,676.29,3098.55,1124.41
2036-11-21 09:17:58.517538,11114.57494368957,2191.7320287204584,7283.72,0.0,1322.61,1457.16,1051.09
2036-12-31 11:05:46.921356,18337.276649525505,2027.977416515934,8975.3,5449.02,351.96,2477.86,1083.14
2037-01-31 17:04:13.745330,17296.329042431385,1958.6640237192455,8861.65,3946.5,1744.16,1615.98,1128.04
2037-03-03 05:37:04.944615,8242.809251548311,2022.097330953785,5603.57,123.63,57.37,1401.9,1056.35
2037-04-07 01:18:45.431453,12438.206569332908,1879.8024544893585,5282.47,1993.4,4000.02,26.96,1135.35
2037-04-20 12:11:57.614528,14109.675991585473,2312.301317872023,5088.35,3907.13,3859.07,0.0,1255.13
2037-05-23 08:52:39.731231,16436.78015595722,1841.347170393538,6397.03,7245.42,0.0,1669.11,1125.23
2037-06-20 15:05:21.589354,14273.696851229315,2145.8158574773224,4747.18,143.23,4070.9,4081.23,1231.16
2037-07-23 09:22:40.547153,24504.958416824804,1998.2134414475381,7229.84,13450.12,2504.42,256.33,1064.24
2037-08-23 19:33:28.374420,27937.63359297627,1704.6841399143395,5599.83,17245.99,3901.72,0.33,1189.76
2037-09-29 17:16:25.242442,13984.551280863523,2098.0998587134018,3715.91,27.68,6147.2,2950.87,1142.89
2037-10-27 20:16:17.052928,5303.874065184589,2085.740663688338,4055.01,0.0,0.0,118.65,1130.22
2037-11-20 20:38:28.222009,14682.702129053787,2462.825388848197,4721.65,50.3,6769.76,1999.3,1141.69
2037-12-22 07:45:05.261372,18208.60432670678,2707.2225396780927,4670.72,414.68,9597.08,2224.29,1301.83
2038-01-22 10:44:02.054757,23217.276493637808,2450.9364718981933,5395.88,0.0,16121.25,339.22,1360.93
2038-02-22 20:13:13.971720,33062.26865207813,2221.154693967461,6503.88,5083.63,19908.88,422.98,1142.89
2038-03-24 05:42:59.020473,19750.342233859657,1847.102134997837,12244.63,1861.04,4238.56,48.83,1357.29
2038-04-23 07:37:22.137134,14627.233910033334,2378.54864783639,11249.6,507.55,1241.29,0.02,1628.77
