launch_date,delta_v_ms,total_tof_days
2036-01-15 23:59:59.999998,8523.892183728227,2147.5455414917064
2036-02-15 23:59:59.999727,11182.933879607128,1911.708121981844
2036-02-26 06:05:12.980658,7548.383114334327,2165.408933062228
2036-03-17 00:00:00.000000,8188.738280471291,2147.355498823109
2036-05-16 00:00:00.000000,5923.275363787801,2192.1510362089452
2036-05-30 02:24:00.825262,5685.813591970005,2247.8657803171945
2036-06-16 00:00:00.000000,5918.006352883493,2332.054749775003
2036-07-17 00:00:00.000000,7073.580033918888,2696.1155755505883
2036-08-17 00:00:00.000000,9311.268775563029,2659.159209492987
2036-09-16 00:00:00.058715,14352.600127889847,2221.323010622914
2036-10-17 00:00:00.000672,15831.271016359155,1932.6178164171124
2036-11-16 00:00:00.000051,16626.73055066475,2067.33940363349
2036-12-17 00:00:00.000040,17165.494913498893,2177.800225297113
2037-01-17 00:00:00.000034,18273.089950847523,2151.0602709501904
2037-03-15 23:59:59.999982,13367.025662902255,1897.593923002144
2037-04-15 23:59:59.997887,11282.00165318889,1933.9027715516563
2037-05-15 23:59:59.997434,10423.185268220112,1941.7680953254544
2037-06-15 23:59:59.976853,10038.524528721944,1952.6175224797355
2037-07-15 23:59:59.599742,9913.78796205591,1953.133573707742
2037-07-26 12:05:58.707182,9896.513043619247,1962.10821264015
2037-09-15 23:59:58.874616,9895.289578197022,1983.143191681269
2037-10-15 23:59:59.832167,9846.354650147874,2036.1731873875194
2037-11-15 15:20:22.204940,9730.655802558076,1887.8230348597963
2037-11-16 00:00:00.219943,9730.833171105794,1887.2583512641193
2037-12-17 00:00:00.000704,11311.175006722731,1803.0816455624017
2038-01-17 00:00:00.000027,14050.494174108251,1866.1704203200657
2038-02-14 00:00:00.000336,17143.426430584277,2136.3405774960706
2038-04-15 23:59:59.998020,15687.786584136207,1888.9966103463717
2038-05-15 23:59:59.987422,13501.685650544772,2226.430164437737
2038-06-15 23:59:59.853234,12914.921738761197,1982.7543464607813
2038-06-28 05:18:52.509830,9504.271794751188,2285.5114603957804
2038-08-08 10:23:34.345463,12623.18112788443,1979.6011198142696
2038-08-17 00:00:00.096231,12636.15812024055,2006.613786012682
2038-09-16 00:00:00.000000,10971.32766144599,2656.5213487679143
2038-11-15 23:59:59.993714,12528.383512543849,1809.3685342754554
2038-12-01 21:56:42.457673,12420.998416839837,1859.5260835685535
2038-12-17 00:00:00.093000,12450.061692567879,1878.8523913232493
2039-01-17 00:00:00.001368,12629.505628092675,1916.702946955712
2039-02-14 00:00:00.000399,12910.971937618671,1998.1108078108962
2039-04-15 23:59:59.999998,7678.106718036061,2058.479935469316
2039-05-15 23:59:59.999999,7055.610235271717,2127.739365076152
2039-05-24 08:46:13.635172,6958.2674309906215,2107.226474707514
2039-06-16 00:00:00.000000,7467.976959549085,2084.591910299528
2039-08-15 23:59:59.999999,6217.618581364153,2096.5243167365475
2039-08-29 07:04:39.442019,5970.306025961567,2147.985921787038
2039-09-16 00:00:00.000000,6257.433812141382,2237.3528713443366
2039-10-17 00:00:00.000000,7544.412487819436,2645.0807455550803
2039-11-16 00:00:00.000000,9657.110791458814,2671.0389302931903
2039-12-17 00:00:00.107081,14601.52856780689,2255.9599172074154
2040-01-17 00:00:00.015676,15154.482274172855,1876.0410148030244
2040-03-15 23:59:59.997954,10838.981769905186,1715.4148190814105
2040-03-20 00:30:26.451148,10834.030789400924,1730.0463191279327
2040-04-16 00:00:00.000002,11048.574004383088,1875.004604960936
2040-05-17 00:00:00.000159,17802.059501214088,1753.4415283913463
2040-07-15 23:59:59.995039,11129.302937860562,1796.786622053504
2040-08-15 23:59:59.961978,9911.622384470073,1819.9168660588762
2040-09-15 23:59:59.930382,9430.201724213553,1824.3957945171744
2040-10-15 23:59:59.995898,8925.629969372643,1794.3538134922808
2040-11-15 23:59:59.994117,8359.614289158751,1763.3572566227554
2040-11-29 17:13:15.767318,8206.084386503846,1760.6964715690276
2040-12-17 00:00:00.980383,8402.253579838487,1794.0785084579309
2041-01-17 00:00:00.030947,8692.343411176125,1757.9871833178568
2041-02-14 00:00:00.000780,10118.997150021129,1673.3591666968712
2041-03-17 00:00:00.000000,10333.64487141265,2602.6624851264605
2041-04-16 00:00:00.001368,15174.074661199633,1727.7576219256705
2041-05-17 00:00:00.001106,18909.770704196944,1777.4451000790712
2041-07-15 23:59:59.999673,16589.473913033173,1766.8745801649989
2041-08-15 23:59:59.999024,14307.174986288019,1783.7316044541922
2041-09-15 23:59:59.997791,13149.5894193731,1820.6162790339552
2041-10-15 23:59:59.993710,12701.851897132716,1812.700041785187
2041-10-17 00:00:00.000004,9579.219699228195,2249.795012127236
2041-12-01 06:07:45.965238,12101.327848764682,1795.1351776802098
2041-12-17 00:00:00.074918,12172.299834228948,1793.203126330457
2042-01-17 00:00:00.000003,10801.565396357986,2696.2247117316924
2042-03-15 23:59:59.983499,11063.264596286135,1678.7206723008671
2042-04-15 23:59:59.999878,8245.040192377093,1562.305014415081
2042-05-15 23:59:59.999293,7474.088463728765,1582.239134339926
2042-06-13 08:28:49.439476,7281.6313945640895,1616.374875243894
2042-07-15 23:59:59.999998,6662.762400757572,1453.2760348372597
2042-08-01 05:15:43.431620,6982.346290770933,1521.3743954630718
2042-08-17 00:00:00.000001,6754.2662132921105,1394.445712241474
2042-10-08 09:16:20.381653,6876.125446409285,1420.6917324403955
2042-10-17 00:00:00.000002,6984.841193517434,1356.671507069931
2042-12-13 01:39:03.989039,6398.934475802898,2120.0041289536375
